row_id,order_id,product_id,sales,quantity,discount,profit,profit_margin,is_loss,sales_per_unit
9118,CA-2017-153045,FUR-CH-10000309,887.271,3,0.3,-63.3765,-0.071428571,TRUE,295.757
9119,CA-2017-153045,OFF-PA-10003673,21.696,4,0.2,7.0512,0.325,FALSE,5.424
9387,US-2017-127292,OFF-PA-10000157,79.92,4,0,37.5624,0.47,FALSE,19.98
9388,US-2017-127292,OFF-PA-10001970,12.28,1,0,5.7716,0.47,FALSE,12.28
9389,US-2017-127292,OFF-AP-10000828,542.94,3,0,152.0232,0.28,FALSE,180.98
9390,US-2017-127292,OFF-EN-10001509,2.04,1,0,0.9588,0.47,FALSE,2.04
440,CA-2017-157252,FUR-CH-10003396,207.846,3,0.1,2.3094,0.011111111,FALSE,69.282
1659,CA-2017-161809,TEC-PH-10004922,160.776,3,0.2,10.0485,0.0625,FALSE,53.592
2408,CA-2017-144589,OFF-AR-10003631,24.2,5,0,7.986,0.33,FALSE,4.84
2409,CA-2017-144589,TEC-PH-10003072,359.976,3,0.2,130.4913,0.3625,FALSE,119.992
5425,US-2017-120649,OFF-AR-10001545,3.52,2,0,1.0208,0.29,FALSE,1.76
7408,CA-2017-152079,OFF-LA-10001613,11.52,5,0.2,4.176,0.3625,FALSE,2.304
733,CA-2017-131954,OFF-ST-10000736,242.94,3,0,9.7176,0.04,FALSE,80.98
734,CA-2017-131954,TEC-AC-10003610,179.97,3,0,86.3856,0.48,FALSE,59.99
735,CA-2017-131954,OFF-BI-10003982,99.696,6,0.2,33.6474,0.3375,FALSE,16.616
736,CA-2017-131954,OFF-BI-10003291,27.936,4,0.2,9.4284,0.3375,FALSE,6.984
737,CA-2017-131954,FUR-BO-10001619,84.98,1,0,18.6956,0.22,FALSE,84.98
738,CA-2017-131954,OFF-BI-10000138,18.72,5,0.2,6.552,0.35,FALSE,3.744
1096,CA-2017-160423,OFF-ST-10004340,348.208,7,0.2,30.4682,0.0875,FALSE,49.744
1097,CA-2017-160423,OFF-BI-10004001,35.784,7,0.7,-28.6272,-0.8,TRUE,5.112
2680,CA-2017-127026,OFF-BI-10000546,14.4,5,0,7.056,0.49,FALSE,2.88
2681,CA-2017-127026,TEC-AC-10002049,619.95,5,0,111.591,0.18,FALSE,123.99
2682,CA-2017-127026,OFF-BI-10001196,89.52,4,0,42.0744,0.47,FALSE,22.38
2683,CA-2017-127026,TEC-MA-10002981,350.973,3,0.1,152.0883,0.433333333,FALSE,116.991
2684,CA-2017-127026,TEC-PH-10003601,164.99,1,0,49.497,0.3,FALSE,164.99
9745,CA-2017-141782,OFF-EN-10002230,268.576,4,0.2,90.6444,0.3375,FALSE,67.144
516,CA-2017-127432,TEC-CO-10003236,2999.95,5,0,1379.977,0.46,FALSE,599.99
517,CA-2017-127432,OFF-ST-10004507,51.45,3,0,13.8915,0.27,FALSE,17.15
518,CA-2017-127432,OFF-PA-10001667,11.96,2,0,5.382,0.45,FALSE,5.98
519,CA-2017-127432,OFF-ST-10004459,1126.02,3,0,56.301,0.05,FALSE,375.34
7984,CA-2017-152499,OFF-FA-10002975,15.12,5,0.2,4.914,0.325,FALSE,3.024
7985,CA-2017-152499,OFF-AR-10003481,7.872,3,0.2,0.8856,0.1125,FALSE,2.624
523,CA-2017-145142,FUR-TA-10001857,210.98,2,0,21.098,0.1,FALSE,105.49
6357,CA-2017-139080,OFF-BI-10001757,19.68,5,0.2,6.888,0.35,FALSE,3.936
6358,CA-2017-139080,OFF-PA-10004621,25.92,4,0,12.4416,0.48,FALSE,6.48
6359,CA-2017-139080,OFF-PA-10002262,6.48,1,0,3.1104,0.48,FALSE,6.48
6360,CA-2017-139080,TEC-PH-10004100,86.352,6,0.2,8.6352,0.1,FALSE,14.392
9654,CA-2017-161893,TEC-AC-10001874,95.984,2,0.2,11.998,0.125,FALSE,47.992
9655,CA-2017-161893,OFF-BI-10004506,4.938,2,0.7,-3.6212,-0.733333333,TRUE,2.469
2376,CA-2017-119669,OFF-FA-10000053,5.67,3,0,0.1134,0.02,FALSE,1.89
9596,CA-2017-104619,OFF-AP-10001492,25.86,3,0,6.7236,0.26,FALSE,8.62
9597,CA-2017-104619,OFF-BI-10004318,276.784,2,0.2,89.9548,0.325,FALSE,138.392
9598,CA-2017-104619,TEC-PH-10000193,110.352,3,0.2,8.2764,0.075,FALSE,36.784
2834,CA-2017-134649,OFF-AR-10001547,15.47,7,0,4.1769,0.27,FALSE,2.21
2835,CA-2017-134649,OFF-BI-10001890,7.16,2,0,3.4368,0.48,FALSE,3.58
5492,CA-2017-164098,OFF-ST-10000615,18.16,2,0.2,1.816,0.1,FALSE,9.08
7820,CA-2017-150469,OFF-FA-10000611,11.84,8,0,5.6832,0.48,FALSE,1.48
8312,US-2017-105935,FUR-FU-10002157,62.72,4,0,24.4608,0.39,FALSE,15.68
8313,US-2017-105935,TEC-PH-10001459,2939.93,7,0,764.3818,0.26,FALSE,419.99
2169,CA-2017-117870,OFF-AR-10004078,14.016,3,0.2,1.752,0.125,FALSE,4.672
2170,CA-2017-117870,TEC-AC-10000927,71.976,3,0.2,-8.997,-0.125,TRUE,23.992
2171,CA-2017-117870,TEC-PH-10003931,107.982,3,0.4,-26.9955,-0.25,TRUE,35.994
7222,US-2017-104437,TEC-PH-10000193,137.94,3,0,35.8644,0.26,FALSE,45.98
1415,CA-2017-115994,TEC-AC-10000580,239.97,3,0,26.3967,0.11,FALSE,79.99
1416,CA-2017-115994,FUR-FU-10003976,37.74,3,0,12.8316,0.34,FALSE,12.58
4784,US-2017-147984,OFF-PA-10000806,279.9,5,0,137.151,0.49,FALSE,55.98
6778,US-2017-166037,TEC-AC-10002800,449.91,9,0,157.4685,0.35,FALSE,49.99
3886,US-2017-127341,OFF-BI-10001072,12.128,4,0.8,-20.6176,-1.7,TRUE,3.032
5030,CA-2017-139304,OFF-AR-10001216,8.34,3,0,2.1684,0.26,FALSE,2.78
5031,CA-2017-139304,OFF-SU-10001664,8.57,1,0,2.2282,0.26,FALSE,8.57
5032,CA-2017-139304,OFF-BI-10002498,119.616,8,0.2,40.3704,0.3375,FALSE,14.952
7028,CA-2017-131653,OFF-LA-10001045,5.22,2,0,2.4012,0.46,FALSE,2.61
8590,CA-2017-145338,OFF-AR-10002053,4.768,2,0.2,0.4768,0.1,FALSE,2.384
9915,CA-2017-160927,OFF-PA-10003848,12.96,2,0,6.2208,0.48,FALSE,6.48
9916,CA-2017-160927,OFF-PA-10000176,94.85,5,0,45.528,0.48,FALSE,18.97
9917,CA-2017-160927,OFF-ST-10001590,13.48,1,0,3.5048,0.26,FALSE,13.48
9918,CA-2017-160927,FUR-FU-10000010,14.91,3,0,4.6221,0.31,FALSE,4.97
771,CA-2017-104220,OFF-BI-10001036,18.28,2,0,9.14,0.5,FALSE,9.14
772,CA-2017-104220,TEC-PH-10004614,207,3,0,51.75,0.25,FALSE,69
773,CA-2017-104220,OFF-BI-10000301,32.35,5,0,16.175,0.5,FALSE,6.47
774,CA-2017-104220,OFF-BI-10003910,7.71,1,0,3.4695,0.45,FALSE,7.71
775,CA-2017-104220,OFF-AR-10004648,40.3,2,0,10.881,0.27,FALSE,20.15
776,CA-2017-104220,FUR-FU-10002597,34.58,7,0,14.5236,0.42,FALSE,4.94
2922,CA-2017-164329,OFF-ST-10001511,129.3,2,0,6.465,0.05,FALSE,64.65
4144,CA-2017-112725,OFF-AR-10003759,12.74,7,0,5.733,0.45,FALSE,1.82
4145,CA-2017-112725,OFF-AR-10001227,8.82,3,0,2.3814,0.27,FALSE,2.94
4146,CA-2017-112725,FUR-CH-10000863,120.784,1,0.2,-13.5882,-0.1125,TRUE,120.784
5485,CA-2017-148999,FUR-CH-10002044,419.136,4,0.2,-68.1096,-0.1625,TRUE,104.784
8268,CA-2017-121790,FUR-TA-10003469,69.375,1,0.5,-47.175,-0.68,TRUE,69.375
8269,CA-2017-121790,OFF-SU-10004231,31.68,4,0.2,2.772,0.0875,FALSE,7.92
8270,CA-2017-121790,TEC-PH-10002584,2003.168,4,0.2,250.396,0.125,FALSE,500.792
8271,CA-2017-121790,OFF-AR-10003602,9.344,2,0.2,3.1536,0.3375,FALSE,4.672
8366,CA-2017-157273,TEC-PH-10002275,604.768,4,0.2,60.4768,0.1,FALSE,151.192
131,US-2017-164147,TEC-PH-10002293,59.97,5,0.4,-11.994,-0.2,TRUE,11.994
132,US-2017-164147,OFF-PA-10002377,78.304,2,0.2,29.364,0.375,FALSE,39.152
133,US-2017-164147,OFF-FA-10002780,21.456,9,0.2,6.9732,0.325,FALSE,2.384
5145,CA-2017-161333,FUR-FU-10003039,86.26,2,0,29.3284,0.34,FALSE,43.13
5146,CA-2017-161333,OFF-ST-10000464,139.04,4,0,38.9312,0.28,FALSE,34.76
5147,CA-2017-161333,OFF-AP-10000252,46.8,4,0,16.38,0.35,FALSE,11.7
8747,CA-2017-128076,FUR-FU-10000293,210.58,2,0,12.6348,0.06,FALSE,105.29
8748,CA-2017-128076,OFF-BI-10003638,30.96,2,0.2,10.062,0.325,FALSE,15.48
8749,CA-2017-128076,TEC-MA-10002109,239.984,2,0.2,38.9974,0.1625,FALSE,119.992
1321,CA-2017-167703,OFF-BI-10002071,5.229,3,0.7,-4.1832,-0.8,TRUE,1.743
1322,CA-2017-167703,OFF-ST-10001490,285.552,2,0.2,35.694,0.125,FALSE,142.776
4755,CA-2017-126354,OFF-BI-10000301,3.882,2,0.7,-2.588,-0.666666667,TRUE,1.941
4756,CA-2017-126354,OFF-PA-10004381,115.296,3,0.2,40.3536,0.35,FALSE,38.432
7445,CA-2017-127474,OFF-PA-10001166,5.184,1,0.2,1.8144,0.35,FALSE,5.184
7446,CA-2017-127474,OFF-PA-10001033,65.584,2,0.2,23.7742,0.3625,FALSE,32.792
7447,CA-2017-127474,FUR-FU-10004597,22.2,1,0.6,-26.085,-1.175,TRUE,22.2
7448,CA-2017-127474,OFF-PA-10000418,419.4,5,0.2,146.79,0.35,FALSE,83.88
7065,CA-2017-169474,OFF-AP-10003971,32.67,3,0,8.4942,0.26,FALSE,10.89
6567,CA-2017-131282,OFF-BI-10004632,243.992,4,0.8,-426.986,-1.75,TRUE,60.998
6568,CA-2017-131282,OFF-AR-10003087,7.12,5,0.2,0.712,0.1,FALSE,1.424
6839,CA-2017-107517,OFF-AP-10000275,1640.7,5,0,459.396,0.28,FALSE,328.14
6840,CA-2017-107517,TEC-PH-10003505,371.2,5,0.2,41.76,0.1125,FALSE,74.24
2263,CA-2017-122994,FUR-BO-10004015,359.97,3,0,79.1934,0.22,FALSE,119.99
5973,CA-2017-115105,FUR-BO-10001811,240.784,1,0.2,30.098,0.125,FALSE,240.784
7026,US-2017-101840,TEC-PH-10002538,227.46,6,0,65.9634,0.29,FALSE,37.91
7027,US-2017-101840,OFF-BI-10000279,46.24,4,0.2,15.606,0.3375,FALSE,11.56
7355,CA-2017-154102,OFF-PA-10001593,29.9,5,0,13.455,0.45,FALSE,5.98
3085,CA-2017-118773,OFF-BI-10004584,252.784,4,0.8,-417.0936,-1.65,TRUE,63.196
3086,CA-2017-118773,TEC-AC-10002402,127.984,2,0.2,15.998,0.125,FALSE,63.992
3087,CA-2017-118773,FUR-FU-10000550,3.984,2,0.6,-2.6892,-0.675,TRUE,1.992
3088,CA-2017-118773,OFF-AP-10000055,12.992,2,0.8,-32.48,-2.5,TRUE,6.496
5961,CA-2017-150602,FUR-FU-10003142,21.12,4,0,6.5472,0.31,FALSE,5.28
7246,CA-2017-145807,OFF-ST-10001370,354.9,5,0,17.745,0.05,FALSE,70.98
1535,CA-2017-124086,FUR-BO-10004015,203.983,2,0.15,16.7986,0.082352941,FALSE,101.9915
2368,CA-2017-123659,OFF-PA-10002464,23.12,4,0,11.3288,0.49,FALSE,5.78
1520,CA-2017-116204,OFF-BI-10001759,21.336,7,0.2,7.7343,0.3625,FALSE,3.048
3146,CA-2017-131828,FUR-CH-10004495,963.136,4,0.2,108.3528,0.1125,FALSE,240.784
3147,CA-2017-131828,TEC-PH-10002923,88.776,3,0.2,7.7679,0.0875,FALSE,29.592
8483,US-2017-118535,OFF-LA-10001297,20.7,2,0,9.936,0.48,FALSE,10.35
9239,CA-2017-138156,FUR-FU-10003601,147.568,2,0.2,-3.6892,-0.025,TRUE,73.784
2730,CA-2017-104801,OFF-AR-10001547,6.63,3,0,1.7901,0.27,FALSE,2.21
2731,CA-2017-104801,TEC-AC-10001838,799.96,4,0,343.9828,0.43,FALSE,199.99
2732,CA-2017-104801,FUR-FU-10004017,107.53,1,0,21.506,0.2,FALSE,107.53
5598,CA-2017-151176,OFF-SU-10001165,25.02,3,0,6.5052,0.26,FALSE,8.34
5599,CA-2017-151176,OFF-AR-10000614,10.71,3,0,2.7846,0.26,FALSE,3.57
7119,CA-2017-104906,OFF-PA-10001184,17.94,3,0,8.7906,0.49,FALSE,5.98
9633,CA-2017-154809,OFF-AP-10004785,90.64,8,0,38.9752,0.43,FALSE,11.33
3780,CA-2017-118521,OFF-PA-10003465,37.94,2,0,18.2112,0.48,FALSE,18.97
6313,CA-2017-120019,OFF-ST-10001932,579.51,3,0,81.1314,0.14,FALSE,193.17
6314,CA-2017-120019,TEC-PH-10000923,14.99,1,0,7.3451,0.49,FALSE,14.99
8673,CA-2017-163265,OFF-FA-10004854,18.368,2,0.2,6.1992,0.3375,FALSE,9.184
8674,CA-2017-163265,FUR-CH-10004063,600.558,3,0.3,-8.5794,-0.014285714,TRUE,200.186
8675,CA-2017-163265,OFF-ST-10000642,50.352,3,0.2,-8.1822,-0.1625,TRUE,16.784
8676,CA-2017-163265,OFF-AR-10004078,28.032,6,0.2,3.504,0.125,FALSE,4.672
8677,CA-2017-163265,FUR-FU-10004270,7.692,1,0.6,-3.6537,-0.475,TRUE,7.692
3860,CA-2017-154039,FUR-TA-10001932,480.96,3,0.5,-269.3376,-0.56,TRUE,160.32
3861,CA-2017-154039,TEC-PH-10002789,124.792,1,0.2,10.9193,0.0875,FALSE,124.792
4362,US-2017-163195,TEC-PH-10003875,29.16,3,0,8.4564,0.29,FALSE,9.72
4653,CA-2017-132647,OFF-PA-10001838,11.76,2,0,5.7624,0.49,FALSE,5.88
4654,CA-2017-132647,OFF-ST-10003123,166.45,5,0,39.948,0.24,FALSE,33.29
8106,CA-2017-159149,FUR-BO-10001601,89.0664,1,0.32,-17.0274,-0.191176471,TRUE,89.0664
8107,CA-2017-159149,OFF-AR-10000937,175.44,6,0.2,52.632,0.3,FALSE,29.24
8108,CA-2017-159149,TEC-PH-10000038,438.336,4,0.2,-87.6672,-0.2,TRUE,109.584
9344,CA-2017-109085,FUR-TA-10001086,455.97,5,0.4,-106.393,-0.233333333,TRUE,91.194
9345,CA-2017-109085,OFF-BI-10001525,5.715,5,0.7,-4.7625,-0.833333333,TRUE,1.143
9346,CA-2017-109085,TEC-PH-10000526,57.594,1,0.4,-11.5188,-0.2,TRUE,57.594
9347,CA-2017-109085,FUR-FU-10004973,30.144,2,0.2,8.2896,0.275,FALSE,15.072
9348,CA-2017-109085,FUR-CH-10003981,899.43,5,0.3,-12.849,-0.014285714,TRUE,179.886
5388,CA-2017-164707,TEC-PH-10001924,167.976,3,0.2,10.4985,0.0625,FALSE,55.992
5389,CA-2017-164707,TEC-AC-10004864,109.53,3,0,47.0979,0.43,FALSE,36.51
5390,CA-2017-164707,OFF-LA-10004345,9.82,2,0,4.8118,0.49,FALSE,4.91
1837,CA-2017-122693,OFF-AP-10002518,1245.86,7,0,361.2994,0.29,FALSE,177.98
2910,CA-2017-166415,OFF-FA-10004968,11.22,3,0,0.2244,0.02,FALSE,3.74
3963,CA-2017-134838,OFF-AR-10000634,12.84,3,0,3.4668,0.27,FALSE,4.28
3964,CA-2017-134838,FUR-FU-10004018,44.67,3,0,12.0609,0.27,FALSE,14.89
801,CA-2017-105809,FUR-FU-10004090,22.23,1,0,7.3359,0.33,FALSE,22.23
802,CA-2017-105809,TEC-PH-10001580,215.968,2,0.2,18.8972,0.0875,FALSE,107.984
3286,CA-2017-150525,OFF-AR-10002375,6.56,2,0,1.9024,0.29,FALSE,3.28
3287,CA-2017-150525,OFF-AP-10000595,13.11,3,0,3.4086,0.26,FALSE,4.37
4523,CA-2017-105445,OFF-FA-10001229,9.432,3,0.2,3.0654,0.325,FALSE,3.144
6655,CA-2017-135937,TEC-PH-10004447,333.576,3,0.2,25.0182,0.075,FALSE,111.192
6656,CA-2017-135937,TEC-AC-10001114,31.992,1,0.2,4.7988,0.15,FALSE,31.992
6657,CA-2017-135937,OFF-ST-10000563,51.168,2,0.2,-6.396,-0.125,TRUE,25.584
6658,CA-2017-135937,OFF-EN-10004846,10.64,5,0.2,3.857,0.3625,FALSE,2.128
6659,CA-2017-135937,FUR-FU-10002253,68.704,2,0.2,16.3172,0.2375,FALSE,34.352
6660,CA-2017-135937,FUR-TA-10001039,386.91,9,0.5,-185.7168,-0.48,TRUE,42.99
9318,CA-2017-124940,TEC-AC-10002076,47.904,1,0.2,-2.994,-0.0625,TRUE,47.904
2083,CA-2017-104647,OFF-PA-10002870,37.44,6,0,16.848,0.45,FALSE,6.24
6027,CA-2017-136007,OFF-FA-10002701,8.4,5,0,0.336,0.04,FALSE,1.68
6028,CA-2017-136007,TEC-PH-10003589,71.96,5,0.2,25.186,0.35,FALSE,14.392
1992,CA-2017-111374,OFF-BI-10004970,4.956,4,0.7,-3.7996,-0.766666667,TRUE,1.239
7227,CA-2017-127397,OFF-PA-10001125,123.92,5,0.2,38.725,0.3125,FALSE,24.784
7228,CA-2017-127397,TEC-AC-10003033,1319.8,5,0.2,214.4675,0.1625,FALSE,263.96
3765,CA-2017-125878,OFF-BI-10002609,1.788,3,0.8,-3.0396,-1.7,TRUE,0.596
7534,US-2017-134642,FUR-CH-10002880,196.784,2,0.2,-22.1382,-0.1125,TRUE,98.392
7535,US-2017-134642,FUR-BO-10004709,231.92,5,0.2,5.798,0.025,FALSE,46.384
1189,CA-2017-117212,OFF-AP-10004532,81.92,4,0,22.1184,0.27,FALSE,20.48
1190,CA-2017-117212,TEC-PH-10004447,889.536,8,0.2,66.7152,0.075,FALSE,111.192
1191,CA-2017-117212,FUR-CH-10003973,892.224,3,0.2,89.2224,0.1,FALSE,297.408
1192,CA-2017-117212,OFF-PA-10001970,223.92,4,0,109.7208,0.49,FALSE,55.98
1193,CA-2017-117212,OFF-PA-10000682,23.12,4,0,11.3288,0.49,FALSE,5.78
6921,CA-2017-121706,OFF-AP-10003287,356.79,7,0,99.9012,0.28,FALSE,50.97
9991,CA-2017-121258,FUR-FU-10000747,91.96,2,0,15.6332,0.17,FALSE,45.98
9992,CA-2017-121258,TEC-PH-10003645,258.576,2,0.2,19.3932,0.075,FALSE,129.288
9993,CA-2017-121258,OFF-PA-10004041,29.6,4,0,13.32,0.45,FALSE,7.4
9766,CA-2017-101959,OFF-BI-10001757,9.84,2,0,4.7232,0.48,FALSE,4.92
9767,CA-2017-101959,OFF-PA-10002137,7.78,1,0,3.501,0.45,FALSE,7.78
1770,CA-2017-146024,OFF-SU-10001935,6.976,4,0.2,-1.3952,-0.2,TRUE,1.744
1771,CA-2017-146024,OFF-BI-10003291,12.222,7,0.8,-20.1663,-1.65,TRUE,1.746
2509,CA-2017-163902,TEC-PH-10000675,196.776,3,0.2,14.7582,0.075,FALSE,65.592
2510,CA-2017-163902,TEC-AC-10000580,479.94,6,0,52.7934,0.11,FALSE,79.99
7638,CA-2017-104885,OFF-AR-10001615,59.52,3,0,15.4752,0.26,FALSE,19.84
7639,CA-2017-104885,OFF-EN-10003286,57.96,7,0,27.2412,0.47,FALSE,8.28
7640,CA-2017-104885,FUR-BO-10003660,441.96,2,0,101.6508,0.23,FALSE,220.98
7641,CA-2017-104885,OFF-PA-10002764,68.04,6,0,33.3396,0.49,FALSE,11.34
7861,CA-2017-152261,OFF-BI-10002353,18.528,4,0.7,-12.352,-0.666666667,TRUE,4.632
9252,CA-2017-155712,OFF-BI-10004224,107.648,2,0.2,33.64,0.3125,FALSE,53.824
9293,CA-2017-124114,OFF-BI-10004022,0.556,1,0.8,-0.9452,-1.7,TRUE,0.556
1323,CA-2017-121804,OFF-AP-10004859,72.8,5,0,19.656,0.27,FALSE,14.56
3062,CA-2017-127621,OFF-PA-10001307,26.88,8,0.2,9.744,0.3625,FALSE,3.36
3474,CA-2017-111815,FUR-CH-10000785,180.98,1,0,47.0548,0.26,FALSE,180.98
